title,date,url,article
chinese scientists build d model  week human embryo,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161531.html,beijing april  xinhua chinese scientists reconstructed d model human embryo within two three weeks fertilization opens new door early human embryonic development ethical concerns in-vitro culture human embryos limited  days therefore human embryo growth   days fertilization usually considered black box researchers institute zoology chinese academy sciences china agricultural university conducted high-resolution profiling   gene spots human embryo constructed d model integrating gene expression patterns spatial information also investigated dynamic activity signaling pathways along embryonic body axis according study published week journal cell study far-reaching clinical implications understanding miscarriages fetal disorders early embryonic development said researchers
advanced g base station launched mt. qomolangma,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161513.html,lhasa april  xinhua first g-a g-advanced base station launched mount qomolangma area wednesday marking entry world highest peak region g-a era according telecom giant china mobile pared g g-a features higher speed greater connectivity lower latency g-a network expected provide stronger network support tourism mountaineering scientific research environmental protection mount qomolangma scenic area li chongming official china mobile branch southwest china xizang autonomous region said g-a network meet emerging business needs tourist attractions diversified demands tourists scenic area well provide reliable emergency rescue communication guarantee climbers researchers also utilize g-a base station upload monitoring data real-time efficiently carrying research protection wild animals plants li added located china-nepal border mount qomolangma altitude   meters north part located xizang world highest-altitude g base station started operation early  signal covering summit mount qomolangma
farm without farmers peek unmanned farm e china jiangsu province,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161509.html,spring sowing season arrived sprawling wheat fields lujia township kunshan east china jiangsu province farmer sight across vast expanse could seen drone hovering fields unmanned farm spans   mu  hectares primarily grows rice wheat said engineer geng bojian engaged r regular maintenance farm photo shows unmanned farm lujia township kunshan east china jiangsu province photo official account east china agri-tech center chinese academy agricultural sciences wechat intelligent farm features minimal management unmanned operations established last year utilization big data artificial intelligence self-organizing communication networks suite intelligent equipment multi-rotor drones driverless tractors unmanned harvesters smart irrigation gates according geng also member yangtze river delta academy smart agriculture chinese academy agricultural sciences caas recent years kunshan working promote digitalization agriculture focusing smart agricultural machinery intelligent farming striving build relevant intelligent scenarios  suzhou caas signed agreement jointly establish east china agri-tech center unmanned farm exactly one projects launched center unmanned farm white building - intelligent command center also known smart brain farm center young staff member staring big screen displaying live video footage wheat fields relevant data constantly updating either side young staff member performing routine field patrol drone unmanned harvester works field photo official account east china agri-tech center chinese academy agricultural sciences wechat smart brain comprises modules crop monitoring agricultural machinery management resource management drone control agricultural operations intelligent irrigation equipment alerts analysis decision-making past field patrol needed several people riding electric bikes plot person inspecting hundreds mu land would take least hour half complete patrol geng said drone cover entire area half hour simultaneously collecting crop growth data added geng said every plot soil condition monitor used record soil temperature moisture real-time water level unmanned farm employs intelligent irrigation system monitors detect low soil moisture system activated geng told people daily besides small weather monitoring station set fields capable real-time collection meteorological data temperature humidity wind speed rainfall addition also devices like insect monitoring traps spore catchers shen junjie employee jiangsu provincial agricultural reclamation development poration works three colleagues manage agricultural operations unmanned farm daily work involves collecting field data monitoring devices drones based data collect intelligent command center would analyze crop growth provide scientific guidance farming practices photo shows smart monitoring system field unmanned farm photo official account east china agri-tech center chinese academy agricultural sciences wechat mobile app receive notifications command center remotely assign tasks unmanned agricultural machines shen told people daily unmanned agricultural machines shen mentioned parked storage facility large size including cultivators transplanters crop sprayers harvesters - equipped beidou navigation satellite system operators needed set routes tasks remotely start machines machines unmanned manufactured technical team modified one possesses unique skills geng said today unmanned equipment employed entire rice wheat production cycle including plowing sowing managing harvesting cultivators complete fertilizing tilling sowing operations harvesters monitor harvest quality real time reaping upload data relevant platforms even chop spread rice straw back field pass baler organic processing harvested rice wheat transported unmanned vehicles farm drying center automatic drying storage another couple months time harvest winter wheat agricultural machines full swing geng said
 zhongguancun forum opens beijing focus cutting edge technologies,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161435.html,photo taken april   shows scene release scientific technological achievements opening ceremony  zhongguancun forum zgc forum annual ference beijing capital china xinhua ren chao beijing april  xinhua  zhongguancun forum zgc forum kicked thursday beijing focus cutting-edge fields artificial intelligence life sciences new materials five-day session ending next monday themed innovating better world year annual conference forum comprises five major sections including meetings technology trading promotes exchange brilliant ideas g blockchains frontier areas nearly  events series major scientific technological achievements unveiled period competitions cutting-edge fields attracted   entries  countries regions technology trading section attracted   projects  countries regions forum assembled participants  countries regions half speakers coming abroad highlighting china commitment opening innovation cooperation founded  zgc forum enduring focus innovation development evolved national-level open innovation platform international forum years located northwestern beijing zhongguancun houses   national high-tech enterprises china first national high-tech industrial development zone known china silicon valley photo taken april   shows scene  zhongguancun forum zgc forum annual ference beijing capital china xinhua ren chao yan ning president shenzhen medical academy research translation director shenzhen bay laboratory speaks  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua li xin stephen perry president emeritus britain  group club speaks  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua li xin lei jun founder ceo xiaomi speaks  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua li xin aaron ciechanover israeli biologist nobel prize chemistry speaks  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua li xin photo taken april   shows exterior view zhongguancun international innovation center venue  zhongguancun forum zgc forum annual ference beijing capital china xinhua ren chao people take photos bionic humanoid robot displayed information desk zhongguancun international innovation center venue  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua ren chao woman walks past art installation zhongguancun international innovation center venue  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua ren chao guests attend opening ceremony  zhongguancun forum zgc forum annual ference beijing capital china april   xinhua ren chao photo taken april   shows scene opening ceremony  zhongguancun forum zgc forum annual ference beijing capital china xinhua li xin
wuhan declaration adopted china latin american caribbean states space cooperation forum,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161411.html,wuhan april  xinhua wuhan declaration adopted wednesday first china-latin american caribbean states space peration forum held wuhan capital central china hubei province one highlights forum declaration aims promote space cooperation china latin america boost space development latin american caribbean countries declaration pointed china many countries latin america signed space cooperation documents carried cooperation successful launch china-brazil earth-resource satellite venezuelan communications remote-sensing satellite bolivian communication satellite according declaration china-latin america space cooperation made space technology serve economic social development china latin american caribbean countries become indispensable driving force south-south cooperation conducive achievement united nations sustainable development goals  representatives china national space administration space agencies latin american caribbean countries also proposed declaration carry exchanges space science technology promote application satellite communication navigation remote-sensing technologies fields environmental protection meteorology agriculture among others
china launch shenzhou xviii crewed spaceship april ,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161403.html,undated photo shows chinese astronauts ye guangfu c li g r li guangsu carry shenzhou xviii spaceflight mission photo xinhua shenzhou xviii spacecraft carrying three astronauts atop long march f carrier rocket launched jiuquan satellite launch center   pm thursday spokesman mission announced wednesday crew members ye guangfu li g li guangsu ye mission commander ye also crew member shenzhou xiii li g li guangsu first space flight lin xiqiang spokesman mission said jiuquan satellite launch center news conference main objectives mission include orbit handover shenzhou xvii crew carrying series experiments missions stay six months lin said added shenzhou xviii crew members plan return dongfeng landing site late october shenzhou xvii astronauts return dongfeng landing site april  china intensify research promote participation foreign astronauts space tourists space station flights ye guangfu li g li guangsu three chinese astronauts upcoming shenzhou- spaceflight mission meet press wednesday photo wang jiangbo chinadaily com cn ye guangfu li g li guangsu three chinese astronauts upcoming shenzhou- spaceflight mission meet press wednesday photo wang jiangbo chinadaily com cn
china facilitates developing nations learn space exploration,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161395.html,china holds first china-latin american caribbean states space peration forum wuhan central china hubei province april   marking space day china photo deng xiaoci gt chinese president xi jinping congratulatory letter first china-latin american caribbean states space peration forum wednesday highlighted china ready work latin american caribbean countries build high-level space cooperation partnership promote space technology better benefit peoples continue promote building community china latin american caribbean countries shared future event co-hosted china national space administration cnsa hubei provincial government took place wuhan hubei province wednesday forum holds great significance inspiring space scientific innovation deepening international space cooperation showcasing high level political trust china latin american caribbean countries noting year marks th anniversary establishment china-celac munity latin american caribbean states forum jointly announced leaders two sides xi said china latin american caribbean countries seen prosperous development past decade cooperation various fields within framework china-celac forum usher new era featuring equality mutual benefit innovation openness tangible benefits people xinhua news agency reported china ready work latin american caribbean countries build high-level space cooperation partnership promote space technology better benefit peoples continue promote building community china latin american caribbean countries shared future xi said high-level political trust two sides carry cooperation space domain involves large amount sensitive areas national defense technology pan deng director latin american caribbean region law center china university political science law told global times wednesday pan said china mastered full range mature space technology launching spacecraft satellite in-orbit operations applications ground countries latin america caribbean region unique geographical advantage location earth western southern hemisphere crucial monitoring tracking space activities well growing need space power building launching commercial satellites therefore cooperation china latin america field space helps enhance technological innovation capabilities sides also promotes social economic development cooperation based high-level political trust commercial collaboration equal partnership holds significant far-reaching implications enhancing china-latin america relations upgrading cooperation fostering innovative development promoting building community china latin american caribbean countries shared future said xi letter also said china latin american caribbean countries yielded fruitful results space cooperation recent years including new progress fields remote sensing satellites communication satellites deep space station network played important role promoting scientific technological progress strengthening regional connectivity improving people well-being working together three decades china brazil developed six satellites china-brazil earth resources satellite program cbers far first successful launch  china helped launch earth-observing satellites venezuela years helped bolivia launch country first telecom satellite  china holds first china-latin american caribbean states space peration forum wuhan central china hubei province april   marking space day china photo deng xiaoci gt capacity building wednesday marked  space day china delegates  countries aerospace agencies international organizations foreign embassies consulates china research institutions attending main event wuhan china designated april  space day china  mark launch first space satellite dongfanghong- space april   according statistics obtained global times organizers series nearly  space-themed activities held relevant departments universities associations across country april  year china revealed wednesday details international cooperation lunar probe programs international lunar research station ilrs lunar program currently led cnsa russia roscosmos added nicaragua asia-pacific space peration organization apsco arab union astronomy space science collaborating countries organizations cnsa announced wednesday china cooperate three parties various aspects engineering implementation operation application ilrs program according cnsa ilrs partnership guidelines ilrs aims peaceful use equality mutual benefit common development joint construction multiple countries ilrs establish comprehensive scientific experiment facility lunar surface lunar orbit capable long-term autonomous operation short-term human involvement expandability maintainability global times learned cnsa wednesday aisha jagirani director general department external relations legal affairs apsco told global times wednesday china space program quite impressive compared countries working development technology many years china small time frame period done lot work indigenous totally done inside china incredible jagirani said menting apsco official joining ilrs program jagirani hailed china brings opportunities countries asia-pacific region particularly developing countries much experience kind technology cannot work independently platform countries opportunity learn space exploration research involved technicalities involved apsco agreement china ilrs provides opportunity member states including small emerging countries learn dynamics space exploration something extremely impressive kind opportunities cannot found anywhere else said jagirani elaborated basic idea joining ilrs capacity building understand countries asia-pacific region ambitions send man moon maybe ambition much financial capability available moon exploration platform ilrs member states could capacity-building opportunity working together get involved work find whole program developed research areas available lunar samples brought back earth samples researched great opportunity focus training education capacity building member state future aim go space exploration already experience accordingly said china also announced wednesday chang e- mission scheduled launch around  aiming survey lunar south pole surface environment lunar soil water ice volatile components conduct high-precision exploration research lunar topography composition structure china chang e- mission selected six international payloads carry onboard based scientific objectives engineering feasibility seven countries international agencies including egypt bahrain italy russia switzerland thailand international lunar observatory association chang e- lander carry laser retroreflector array developed national institute nuclear physics italy frascati national laboratory support high-precision measurements lunar surface orbit navigation orbiters lunar dust electric field detector developed russian space research institute study lunar exosphere dust plasma environment near lunar surface lunar astronomical observation telescope developed international lunar observatory association conduct lunar-based observations milky way earth panoramic sky orbiter carry lunar material hyperspectral imager jointly developed egyptian space agency bahrain national space science agency analyzing identifying lunar material environment dual-channel earth radiation spectrometer developed davos physical meteorological observatory switzerland world radiation center shenzhen university monitoring changes earth climate system radiation balance moon first time space weather global monitoring sensor developed ministry higher education science research innovation thailand national astronomical research institute thailand early warnings disturbances caused solar storms cosmic radiation
shenzhou xviii post  astronauts set launch,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161347.html,three post- generation crew members shenzhou xviii mission said wednesday similar professional backgrounds mutual trust help complete objectives set mission long march f rocket carrying astronauts aboard shen-zhou xviii spacecraft set lift jiuquan satellite launch center northwest china   pm thursday lin xiqiang deputy director china manned space agency spokesman mission said news conference wednesday launch center crew members senior onel ye guangfu mission commander onel li g onel li guangsu ye also crew member shen-zhou xiii mission returned april  li g li guangsu making first spaceflight ye  said unlike first mission full excitement fulfilled dream becoming astronaut trip require bear greater responsibility mission commander nonetheless ye said meeting media launch center wednesday every mission space new start besides recovering also return training past two years structure space station new complicated operate also leading team another new challenge added crew members trained pilots people liberation army air force share similarities age experience said li g  ensure smooth running space station complicated operation systems operations must precise mutual trust crew members required said li guangsu  responsible conducting experiments space said looking forward experiencing life weightless conditions besides work also want take good look beautiful blue planet country furthermore want see stars twinkle child added lin china manned space agency deputy director said main objectives set mission include handover space station shenzhou xvii crew carrying series experiments missions new crew six-month stay according plan shenzhou xviii crew members return dongfeng landing site late october mission country first in-orbit aquatic ecological research project carried using goldfish algae zebrafish establish self-cycling aquatic ecosystem orbit aim project make breakthrough cultivation vertebrates space lin said cang huaixing researcher chinese academy sciences technology engineering center space utilization said experiment could help people build aquatic ecosystems food-producing systems space future besides continuing recruit train chinese astronauts upcoming space lunar missions china also promote participation foreign astronauts space tourists flights space station lin said adding china confident space station welcome new members different backgrounds near future lin also said china crewed lunar exploration program progressing smoothly development major component systems long march  carrier rocket crewed spacecraft mengzhou lunar lander lanyue lunar landing suit completed prototype production tests carried  crewed lunar exploration approved central government launch implementation aim landing chinese moon  plan launch two carrier rockets send crewed spacecraft lunar lander lunar orbit spacecraft lunar lander dock astronauts enter lander lin said
chinese scientist wins unesco prize research life sciences,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161248.html,three scientists receiving  unesco-equatorial guinea international prize research life sciences pose group photo award presenters addis ababa ethiopia april   chinese mission african union handout via xinhua addis ababa april  xinhua united nations educational scientific cultural organization unesco announced tuesday three scientists china egypt greece  unesco-equatorial guinea international prize research life sciences qiao jie china mohamed ali farag egypt triantafyllos stylianopoulos greece received awards outstanding contributions improving quality human life scientific research ceremony held addis ababa capital ethiopia sidelines th africa regional forum sustainable development advanced understanding science also improved lives health well-being world people said qu xing unesco deputy director-general applauding prize winners appreciating government equatorial guinea organizing prize annually recognizes efforts achievements renowned researchers scientists qu said award lasting impact underlines science common good one must support betterment human life monique nsanzabaganwa deputy chairperson african union mission said occasion prize serves catalyst promote scientific excellence future relations scientists across continent said prize honors dedicated advancing knowledge addressing pressing health agricultural environmental challenges around world exemplary accomplishments inspirational us testament power dedication research lighting path others follow said nsanzabaganwa hailing prize winners scientific achievements dedication human life qiao specialist reproductive medicine prize helping couples conceive healthy babies improving reproductive health especially women studied detailed genetic processes developed innovative techniques preimplantation genetic diagnosis procedure dramatically improve success rate vitro fertilization ivf help avoid transmission genetic diseases ivf revolutionary contribution improving women reproductive health discovery microbiomes cure reproductive disorders among females farag specialist metabolomics one pioneers field africa developed metabolomic platform first kind africa discovery enabled scientists observe volatile compounds emitted microbes medical agricultural applications noted ceremony farag seminal work agrochemical discovery using metabolomics already aided identifying novel biocontrol agents soil bacteria boost plant growth stylianopoulos spearheading research cancer therapies prize research leveraged principles biomechanics blending physics biology improve delivery efficacy cancer treatments patients face grim prognosis solid tumors prize funded equatorial guinea given annually maximum three laureates year winners received monetary award   usa dollars divided equally among help research prize established unesco executive board support achievement un  agenda sustainable development well unesco global priorities qiao jie r front specialist reproductive medicine receives  unesco-equatorial guinea international prize research life sciences addis ababa ethiopia april   chinese mission african union handout via xinhua
 zhongguancun forum hosted beijing,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161231.html, zhongguancun forum zgc forum held beijing april   themed innovation building better world year edition comprise five major sections including forums meetings technology trading unveiling achievements competitions cutting-edge fields  events planned year  countries regions well  foreign government departments international organizations join forum photo shows permanent venue zhongguancun forum beijing people daily online guo junfeng founded  enduring focus innovation development forum important exchange platform china embrace global innovation network open attitude reported total  parallel forums held  zgc forum according chen jiachang vice minister science technology nobel laureate barry marshall deliver keynote speech innovation- curiosity-driven research global health development forum fields medal winner shing-tung yau deliver report women scientific development global forum women sci-tech innovation turing award winners joseph sifakis andrew chi-chih yao share latest development future trends artificial intelligence models parallel forum artificial intelligence internationalization major feature zgc forum seventeen parallel forums year expected hosted organized  international organizations foreign government departments according yu yingjie member standing mittee munist party china beijing municipal mittee unesco host international decade sciences sustainable development forum world intellectual property organization host global science technology clusters innovation forum another parallel forum foreign guests  countries regions expected participate events frontier exploration achievement sharing open collaboration prominent features year zgc forum chen said focusing carbon peaking neutrality health clean energy technological fields directly impact people lives zgc forum establish trading sharing platform scientific technological achievements multiple countries regions events zgc international technology trade fair zhongguancun international advanced technology petition zgc international technology trade fair year comprise  activities including technology trade conference key countries four debuts national-level technology commercialization eight launches high-end sophisticated cutting-edge products bring together   innovation projects  countries regions uk france germany japan release list  new technologies new products well list  international technology transaction projects continuously building grand international technology trading event zhongguancun international advanced technology petition first time sets four overseas competition areas international projects accounting  percent total yu said according eight domestic overseas competition areas  zhongguancun international advanced technology petition amassed   entries  countries regions covering areas quantum information photon computing metaverse global finals competition hosted  zgc forum offer comprehensive services participating enterprises investment financing commercialization matchmaking yu said series major scientific technological achievements unveiled opening ceremony parallel forums relevant sections  zgc forum special release event scheduled held april  batch major original achievements heavyweight innovative policies latest research reports released globally building zgc forum trendsetter cutting-edge technologies future industries
aerospace exhibition held wuhan celebrate china' space day,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161194.html,man visits exhibition aerospace wuhan central china hubei province april   xinhua hu jingwen wuhan april  xinhua exhibition part celebration space day china year features science popularization achievements aerospace industry exposing visitors comprehensive view china aerospace industry accomplishments recent years exhibition open public wednesday afternoon aerospace industry achievements exhibition area opening april  science popularization area opening may  photo shows satellite model exhibition aerospace wuhan central china hubei province april   xinhua du zixuan visitor poses photo model core module space station exhibition aerospace wuhan central china hubei province april   xinhua hu jingwen people visit exhibition aerospace wuhan central china hubei province april   xinhua hu jingwen woman takes photos exhibition aerospace wuhan central china hubei province april   xinhua du zixuan photo shows gaofen- satellite model exhibition aerospace wuhan central china hubei province april   xinhua du zixuan man visits exhibition aerospace wuhan central china hubei province april   xinhua du zixuan man visits exhibition aerospace wuhan central china hubei province april   xinhua du zixuan people look model rocket engine exhibition aerospace wuhan central china hubei province april   xinhua du zixuan
"china joins hands latam, caribbean countries explore space",2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161152.html,wuhan april  xinhua representatives china latin american caribbean countries attending forum wuhan central china hubei province wednesday agreed promote building community shared future common progress space cooperation declaration made first china-latin american caribbean states space peration forum held wuhan china latin american countries already engaged long-term comprehensive pragmatic space cooperation covering multiple areas infrastructure construction deep space exploration space science space industry chain global governance outer space zhang kejian head china national space administration said forum opening ceremony long-term space collaborations china latin american caribbean countries carried many key projects numerous results great potential future cooperation yue yunxia director economic research office institute latin american studies chinese academy social sciences said space cooperation china latin american countries empty slogan covers wide range fields china-latin america space cooperation helped latin american countries build aerospace systems train high-quality space technology personnel achieve new breakthroughs aerospace field china-latin america cooperation remote-sensing satellites communication satellites commercial space promoted connections among latin american countries improved people well-being yue said win-win cooperation space cooperation china argentina become increasingly close recent years two sides cooperated satellite navigation applications argentina provided support china deep-space exploration  first china-brazil earth-resource satellite successfully launched first satellite jointly developed china another country  china launched venezuela first satellite venesat- simon bolivar carried communications facilities  venezuela first remote-sensing satellite vrss- also launched space china satellite facilitated venezuela land resources census urban planning disaster detection management congratulatory letter forum venezuelan president nicolas maduro said china venezuela close cooperation profound friendship field aerospace sector great significance promoting space cooperation china latin america benefiting world past  years china brazil jointly developed six earth-resource satellites satellite data widely applied fields agriculture water conservancy environmental monitoring also provided abundant remote-sensing satellite services developing countries latin america africa association southeast asian nations asean regions marco antonio chamon president brazilian space agency said earth facing various challenges climate change ocean plastic pollution exerted great impact society country could handle alone therefore necessary latin america cooperate china develop space technology data services solve current problems china-latin america space cooperation become indispensable driving force south-south cooperation latin america become one regions china cooperated space president republic honduras iris xiomara castro sarmiento said congratulatory letter forum china committed carrying space cooperation developing countries help sides overcome common challenges achieve sustainable development mitigate climate change natural disasters shared future marcelo suarez salvia ambassador argentina china expressed expectations cooperation china latin america forum eager learn china space development said ambassador adding argentina hopes continuously deepen cooperation china various fields especially space cooperation common vision china latin america make proper use space resources conduct fair reasonable global governance outer space build community shared future space cooperation china-latin america space cooperation fully inherit traditional friendship china latin america promote mutual benefit progress space technologies industrial capabilities sides make positive contributions common space-exploration cause humanity said zhang establish long-term mechanism cooperation dialogue strengthen high-level exchanges aerospace field jointly plan future cooperation opportunities continue implement high-quality cooperation projects serve china latin america benefit world zhang added
zhongguancun forum held beijing april  ,2024-04-25,http://en.people.cn/n3/2024/0425/c90000-20161118.html,photo shows zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao staff member tries ai project zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao bionic humanoid robot pictured zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao bionic humanoid robot pictured zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao journalists interact bionic humanoid robot zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows robot making coffee zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows view inside zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows view inside zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows view outside zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows intelligent embroidery machine zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao photo shows zhongguancun international innovation center new venue zhongguancun forum zgc forum beijing capital china april   themed innovation building better world year zgc forum held zhongguancun international innovation center first time beijing april   xinhua chen zhonghao
china unveils shenzhou  crew space station mission,2024-04-25,http://en.people.cn/n3/2024/0424/c90000-20160739.html,jiuquan april  xinhua chinese astronauts ye guangfu li g li guangsu carry shenzhou- crewed spaceflight mission ye commander china manned space agency cmsa announced press conference wednesday shenzhou- crewed spaceship launched   p thursday beijing time jiuquan satellite launch center northwest china said lin xiqiang deputy director cmsa entering orbit shenzhou- spaceship perform fast automated rendezvous docking radial port space station core module tianhe take   hours forming combination three modules three spacecraft lin said undated photo shows chinese astronauts ye guangfu c li g r li guangsu carry shenzhou- spaceflight mission xinhua second space flight mission ye guangfu crew member shenzhou- mission october  april  li g li guangsu among third batch chinese astronauts newcomers space two crew members well entire space mission team fully prepared confident complete space flight mission ye told journalists wednesday ahead launch three shenzhou- astronauts post-s generation press conference said would take good care tiangong space station make achievements space laboratory ye guangfu c li g r li guangsu three chinese astronauts upcoming shenzhou- spaceflight mission meet press jiuquan satellite launch center northwest china april   xinhua bei universal expectations ye -year-old space returnee lead team conducting series challenging tasks microgravity returning space also feels like fresh start ye said comparison previous mission current space station features complex structure demanding tasks greater operational challenges ye said new crew brimming confidence shenzhou- mission ground team assisted ye exchanging friendly greetings foreign counterpart email two astronauts one chinese space station international space station shared dreams exploring vast universe together ye recalled first chinese astronaut participate multinational training ye also extended invitations international counterparts visit china space station extend warmest invitation international colleagues join us exploring vast potential working towards benefiting humankind said made comprehensive systematic in-depth preparations mission focusing extravehicular activities evas emergency response space station management equipment maintenance experimental operation li g youngest member shenzhou- crew told media wednesday shenzhou- mission main jobs crew member li guangsu space experiments tests cutting-edge fields aerospace medicine basic physics material science life science looking forward speed passion   kilometers per second special experience weightlessness wonderful feeling flying without wings said li guangsu photo taken april   shows combination shenzhou- crewed spaceship long march-f carrier rocket transferred launching area jiuquan satellite launch center northwest china photo wang jiangbo xinhua tasks ahead crew stay orbit six months witness arrival tianzhou- cargo craft shenzhou- crewed spaceship stay lin said crew utilize scientific experiment cabinets extravehicular payloads carry  experiments fields basic physics microgravity space material science space life science space medicine space technology lin said country first in-orbit aquatic ecological research project also implemented mission using zebrafish goldfish algae establish self-cycling aquatic ecosystem orbit project aims make breakthrough cultivation vertebrates space lin noted world first in-orbit stem cell study plant stem tips made explore plant evolutionary adaptation gravity provide theoretical support space cropping said lin shenzhou- astronauts carry two three evas implement six cargo outbound deliveries via station cargo airlock module evas astronauts install space debris protection reinforcements extravehicular piping cables critical equipment carry extravehicular inspections appropriate ensure safety space station lin said shenzhou- crew scheduled return dongfeng landing site north china inner mongolia autonomous region late october year zhou zhou hu tao liu yiwei zhang dan li guoli also contributed story
new asteraceae species discovered sw china,2024-04-24,http://en.people.cn/n3/2024/0424/c90000-20161042.html,guiyang april  xinhua chinese researchers discovered new asteraceae species named ixeridium malingheense maling river canyon xingyi geopark southwest china guizhou province research findings published recent edition international academic journal phytotaxa field survey maling river canyon march  first spotted new species said li zhi member research team college forestry guizhou university new species grows limestone near water high-altitude mountains canyon detailed morphological comparison researchers concluded represented new taxon reported scientific community featuring rugged terrain steep valleys maling river canyon rich complex karst landscape flora recent years several previously unknown species discovered area
china unveils latest sci tech challenges astronautics,2024-04-24,http://en.people.cn/n3/2024/0424/c90000-20161037.html,wuhan april  xinhua china astronautics industry assigned number major science technology tasks year ahead wednesday release challenge list china space ference kicked wuhan central china hubei province china space ference released astronautic challenge list every year since  year outlines ten issues gravitational field effect utilization extraterrestrial resources mesoscopic scale dynamics extraterrestrial objects others include mechanism method space charged particle manipulation in-situ utilization martian co manned deep space exploration mission design key technologies ice giant exploration construction technology lunar-based square kilometer radio astronomical antenna technologies concerning space computing center construction operation intelligent flexible landing detection development small celestial body industrial application space remote sensing large models rapid evaluation verification reusable rocket also mentioned wang wei director research development department china aerospace science technology poration announced list list promote research new disruptive technologies aerospace field strengthen collaborative innovation mechanism create chain sci-tech innovation promote high-level innovation development aerospace field added
